Id;Name;Latitude;Longitude;Height (m);Active
85490;Zinkgruvan;58.8061;15.1253;213.468;Ja
84470;Älgarås D;58.7899;14.3164;144.299;Ja
75010;Älghult;57.0141;15.5676;217.586;Ja
75030;Älmeshult;57.0519;15.198;275;Nej
53520;Älmhult;55.8656;13.8741;180;Nej
114150;Älvdalen 1;61.25;14.0833;255;Nej
114160;Älvdalen 2;61.2549;14.0348;250;Nej
114140;Älvdalen A;61.2536;14.0355;251.633;Ja
107340;Älvkarleby D;60.5646;17.4596;23.193;Ja
161690;Älvsby Skogsskola;65.6833;21.0666;40;Nej
161910;Älvsbyn A;65.6691;21.062;43.384;Ja
62710;Ängelholm;56.25;12.85;10;Nej
62180;Ängelholm-Barkåkra Flygplats;56.29;12.8463;20;Nej
172690;Ängeså;66.75;22.3;100;Nej
64550;Åby;56.9136;14.0126;144;Ja
87580;Åda;58.9273;17.5335;7.53;Ja
54720;Åhus;55.9436;14.29;12;Ja
63020;Åkeboda;56.0308;13.9281;95;Nej
97150;Åkers Styckebruk;59.2511;17.0879;20;Nej
83540;Åkershus;58.898;13.2517;50;Nej
127570;Åkroken D;62.9371;17.238;247.005;Ja
86450;Ålberga;58.7462;16.5557;25;Nej
179740;Ålloluokta;67.1261;19.4976;370;Nej
134520;Ålåsen;63.8683;14.6063;450;Nej
73060;Åminne D;57.1231;13.9523;171.101;Ja
106570;Åmot A;60.9614;16.4279;161.678;Ja
92460;Åmotfors Pappersbruk;59.7666;12.35;85;Nej
106580;Åmotsbruk;60.9645;16.4631;145;Nej
92030;Åmål;59.0542;12.6969;60;Nej
125310;Ånge-Parteboda D;62.5242;15.7685;140.153;Ja
82530;Ånimskog;58.8766;12.5908;56.961;Ja
76520;Åninge;57.8666;16.05;130;Nej
133230;Åre;63.4;13.1;440;Nej
92380;Årjäng;59.3832;12.1391;145.475;Ja
71560;Årsnäs;57.9333;11.7833;5;Nej
83250;Åsaborg;58.4166;13.7666;300;Nej
124400;Åsarna D;62.6594;14.3526;448.047;Ja
75100;Åseda;57.1462;15.3987;230;Nej
147100;Åsele;64.1598;17.3494;318.481;Ja
147090;Åsele A;64.165;17.3153;307.712;Ja
127090;Åsnorrbodarna;62.1482;17.1724;143.475;Nej
62540;Åstrilt;56.8956;12.96;175;Nej
149370;Åsträsk D;64.6139;19.9778;260;Nej
94050;Åtorp;59.0963;14.3652;98.8;Ja
85130;Åtvidaberg;58.2022;16.006;100;Nej
82650;Ödebyn;58.7833;12.1833;150;Nej
84140;Ödeshög D;58.2546;14.653;120.381;Ja
72510;Öjared;57.8453;12.3838;75;Nej
103490;Öje D;60.8093;13.8607;297.845;Nej
85220;Öjebro;58.3833;15.2;85;Nej
161800;Öjebyn;65.3566;21.389;5;Nej
87550;Ökna Lantbruksskola;58.8901;17.1569;20;Nej
77220;Ölands norra udde;57.3665;17.0976;2.039;Ja
77210;Ölands norra udde A;57.3671;17.0954;2.762;Ja
66040;Ölands södra grund;56.0699;16.6799;23;Nej
66120;Ölands södra udde;56.1957;16.401;3;Nej
66110;Ölands södra udde A;56.1977;16.4005;1.53;Ja
66630;Ölvingstorp;56.6166;16.1166;15;Nej
95240;Ön;59.4028;15.1899;49.521;Ja
66160;Öningaryd;56.3315;16.0241;12;Ja
126430;Öraåtjärnarna;62.7155;16.1736;343.002;Ja
72290;Örby;57.4833;12.7;90;Nej
95130;Örebro A;59.2289;15.0455;53;Nej
95160;Örebro D;59.2578;15.2557;32.83;Ja
108640;Öregrund;60.3333;18.4333;7;Nej
52510;Örja Aut;55.8798;12.8705;11;Nej
63170;Örkelljunga;56.2829;13.2958;76.944;Ja
138180;Örnsköldsvik;63.3028;18.7254;25;Ja
138240;Örnsköldsviks Flygplats;63.4116;18.9973;103;Nej
108320;Örskär A;60.5256;18.3729;6.539;Ja
53470;Örtofta;55.7833;13.25;20;Nej
149080;Örträsk;64.1337;18.9892;213;Nej
115100;Östanvik;61.1676;15.2187;231.016;Ja
98330;Östanå;59.5544;18.5766;10;Nej
97410;Österby;59.6563;17.6469;15;Nej
106180;Österfärnebo;60.3047;16.8006;75;Ja
78280;Östergarnsholm A;57.4408;18.9839;8.127;Ja
99710;Östernäs;59.7166;19;10;Nej
134100;Östersund;63.1736;14.6786;345;Nej
134110;Östersund-Frösön Flygplats;63.1974;14.4863;376;Ja
107100;Östervåla D;60.135;17.148;48.35;Ja
98300;Österåker;59.4897;18.2937;15;Nej
108150;Östhammar;60.26;18.3696;5;Nej
102190;Östmark-Lämbacken;60.306;12.6977;160;Nej
102200;Östmark-Rännberg;60.3328;12.6775;198;Nej
102210;Östmark-Röjdåsen;60.3548;12.6491;308;Nej
102170;Östmark-Åsarna;60.2787;12.8534;133.264;Ja
86320;Östra Husby D;58.5373;16.5611;26.117;Ja
93440;Östra Ämtervik;59.7406;13.2136;80;Nej
172790;Överkalix-Svartbyn;66.2646;22.8365;46;Nej
172770;Överkalix-Svartbyn A;66.2618;22.8427;61.024;Ja
173810;Övertorneå;66.386;23.6155;59.508;Ja
76590;Överum;57.9912;16.3059;30;Nej
133470;Överäng;63.7788;13.0734;450;Nej
191730;Övre Soppero;68.0894;21.695;362.268;Ja
171700;Övre Svartlå D;66.0213;21.1727;60;Nej
